"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Bulgaria","BGR","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","","","","","","2.14446730334956","2.2524088654483","2.30792621799956","2.39013689415641","2.47446962945653","2.54411652225287","2.75488383806389","3.04063701584923","3.51660667216515","3.55166076129543","5.06724550798863","4.73182060487183","4.47698928042133","4.50233791873049","4.68143174148628","4.91977448784952","5.29052384060702","4.64667948082333","4.93453379183236","4.62748591639039","4.9576352195096","5.41129302231258","5.07228807132168","5.40136713750069","5.82220977320339","6.30892165031422","6.82112694978438","7.36580190894413","7.54572578193716","7.65625065732693","7.98445803424063","7.60877514817673","8.56504721132379","8.90273675525077","9.14106359862996","9.02618319690857","9.20194871696376","9.50642906015959","10.1674959607669","10.5585660069102","10.9155992909335","11.7649000264084","","","",
"Bahrain","BHR","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.4575801091874","52.9834424891345","53.9438563711519","58.0581938095772","55.3423362886968","55.0726568131139","54.9985694731364","54.4785995274684","54.9361329508813","55.2169296867283","56.1053482397208","60.9684323798622","67.050952814003","76.4121145392671","83.6450487520151","91.4305374760715","99.7143765508076","110.680531962082","120.603461846741","126.916302777476","135.990731611629","142.457291652818","152.093310066703","164.845465740347","177.150251300773","204.420476884604","217.69219534962","228.476308257964","233.165987028746","237.952599683472","223.886357861474","233.625506035335","","","",
"Bahamas, The","BHS","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.7154857049746","29.2696483370635","30.5856157452133","31.6084676364968","33.4659075052857","34.7976778227168","36.5176958917972","37.7437483439789","39.5648833068997","34.9840021439371","34.8411022294544","36.1552691231196","34.7030036264357","35.6733278460285","38.1324418041452","39.1979662400089","40.3627734215364","43.6159835227307","58.1888167457027","61.1427346448157","60.1601731902583","63.4846213327053","","","",
"Belarus","BLR","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.70661019956391","10.1246405421729","11.4466133334281","12.5954747408454","13.2233768834528","14.208146757686","15.0948132031938","16.0891770785336","17.4789805216949","19.7749234403569","21.9660084593197","24.618615322882","27.2500933975847","30.6185647019184","31.2935517643853","34.4071241063664","36.5845563857687","37.485834870233","38.1436229146629","37.3666202650026","38.9881831122989","37.898475628158","40.3879823927604","41.8696777180756","43.4761947796682","44.1592474009578","42.1569924096458","","","",
"Belize","BLZ","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.2193420275031","25.8855466519877","25.8014813266711","25.7198330617987","26.0050276418847","26.7608506135884","26.1264888141155","20.8812714846942","17.5197767796506","15.4161111525325","14.224129154076","13.2556394683076","13.150629649433","13.4998456507772","14.1740235895393","14.9390131979444","16.3831161619401","17.1663668126103","17.5473809917644","18.3390218510429","18.9539747878641","18.6351468607481","18.5625962333704","18.7693901984812","18.7234908219768","19.4233329282468","20.2885114982688","21.106310066738","21.7133663366337","21.7252113370219","21.331365074114","21.5682650818781","22.4887203203784","19.3621337595744","22.7981709555204","","","",
"Bermuda","BMU","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.64054365370299","8.4852514487141","8.42167342471128","8.44282542235063","8.53002933868837","8.33524590974439","8.36758291777785","8.44380626787493","8.5326101231395","8.60657225716056","8.74029236205795","8.8917794577631","8.65802128837669","8.80719198626807","8.8874372160587","9.03965058604981","9.2152502573998","9.52850935647854","9.87643052771155","10.2744342812371","10.6653226009958","11.2438029263273","11.6212573426999","12.0338274156981","12.5903612410983","13.1627881974216","13.9807638978229","14.66431815899","15.2937393628646","15.8603932952568","16.4376746710277","17.0410982284227","17.3269731423531","15.7780492748868","16.7744375469632","","","",
"Brazil","BRA","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.544195053969","24.9588435389356","24.3093880243384","22.0218755840313","21.131312155215","20.010928793537","20.0378041119844","20.2844926183146","20.2568134243829","19.887366437068","20.4432008592189","20.3939857023316","20.3718937292902","21.1445214881478","21.3168367372118","21.843867269776","21.9691893127641","23.1050533686005","23.712688482866","24.5162407968617","24.2531683384392","23.8837544656911","22.4394742038215","22.7782954810805","24.4876626999035","25.8352230218619","27.5808047706158","28.7358663491709","28.2212998262555","26.2882405746321","26.8914910437733","27.0336367678062","26.9822541190752","26.1952163697504","27.3938659933511","","","",
"Barbados","BRB","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","66.730110212393","60.3250230749264","60.4649330049427","64.4494815722654","64.2367321841108","68.2262769365357","70.1430556974831","72.6234836504703","76.6892025422692","76.9419127242494","75.3245993482801","73.8720741011257","68.235263675693","64.9103453711326","65.7482035909456","66.1959487779594","67.4958326644759","70.8550873620235","72.0074781957916","68.8282453822445","63.8186400353408","62.5741785052184","63.2835810232293","62.4907123969065","64.1876074518131","64.3873385820216","65.1955704839621","66.1055341911425","62.5873854669898","58.9190554262136","54.4537744361698","53.8094410735839","53.8358274155848","53.8838519804705","54.9890027038012","57.5955377094218","59.7429671174615","59.9429002002789","62.6086746378457","61.1276888391973","61.609009223758","62.9493013715344","63.8378928507235","76.7914409232978","81.4531003899605","83.146660130504","83.6733618445475","79.4752383762186","77.7127077200951","77.1442901193676","76.9025884560024","76.1255786629991","76.188310309835","75.5436821428571","76.8973722988317","76.9961438988622","76.0921590498212","76.5887253837923","65.058780686052","64.8929029932177","","","",
"Brunei Darussalam","BRN","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152.72424209451","138.256117056231","128.925899921927","122.657630199984","124.310188875625","124.276233236783","132.160249374473","123.362130821215","128.618248822266","133.08731656757","135.038457161234","140.387923426618","145.418624882959","145.570643245124","145.564929322656","151.530780741435","145.827732704533","140.139414555117","137.4764099181","141.245139188837","146.533931202347","147.871984290408","144.730025231094","141.100359430169","140.54670491835","137.064073148769","138.885279828743","138.958015514298","144.33408458839","145.970217387156","143.648177935885","","","",
"Bhutan","BTN","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.09852537113192","4.41277949260158","4.93930677716101","5.35861729568133","5.63538023928915","5.73322962290308","6.07040575843919","6.474743426544","7.02353901178693","7.17010940257782","7.4211974444459","7.84829837831076","7.04632806029888","7.35787211220942","","","",
"Botswana","BWA","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","","","","","","","","","","","33.580834589538","35.048063584123","37.8804605621585","43.7616792468863","47.9029595140657","49.5706191079741","51.6655388167803","51.6198289866927","48.2794367690379","46.2267180581144","45.9803883508339","45.4532351846166","46.1926162408924","43.6953042900019","45.2821456612844","43.7731240155965","43.8171029377352","46.407110802414","48.4813729392956","49.7189711824724","51.9071162573045","56.1649662069019","59.3301790521106","61.1688679266627","52.4392974950719","57.6619982552314","61.5143512284365","62.2937177114289","70.386813696151","75.6819574879807","72.0103717110429","72.0594210847287","78.2506373804155","77.1317378681296","80.2573653244356","67.1280887749766","70.8871666264774","","","",
"Central African Republic","CAF","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.8149310320969","65.041866881172","57.3512094419803","49.4298253270322","43.9210789763184","37.1434476649441","33.9956701205196","32.7829388134228","32.5185126618567","29.0481691271113","28.6000549020903","28.1171884820465","27.4542270361163","25.3149601946865","25.9512705329621","26.396777173334","24.5223902925274","25.5327582039719","25.3168775608912","26.5247674176415","27.7469053214897","28.3168630946966","30.7485058732282","32.1724133508419","33.5219223356744","35.2160402581263","22.4002269524297","22.4183869318543","23.3906995061079","24.5018318440265","25.6110979390003","26.5816160488838","27.4056461463992","27.6522969608555","27.9240969171101","","","",
"Canada","CAN","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","18.6681364994098","19.1655292948307","19.7438454686976","19.9392359811725","19.7212014241675","19.0607529884647","19.4793145948443","20.2591602450808","21.4508174299278","22.3227161888148","23.0094927532599","24.0406095049315","25.024742314061","26.3622018106054","27.7705956579131","28.3463043262904","29.2533347469535","29.8398678307317","30.8227613278584","31.8746220111404","32.7796613494491","33.517391675139","34.9158079226457","34.9988693746352","37.6312180347182","40.5546604756575","40.3154007015342","40.3235399855052","42.3628898065067","43.5630790992762","43.695704626927","44.6966122630626","45.9226239923904","46.7990260096372","44.4411818310247","46.7907679563081","","","",
"Central Europe and the Baltics","CEB","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.76516507512538","8.0905585989017","7.8695821967204","10.1763474090449","11.2448447715866","12.1163812344037","13.360531401686","14.3448984670419","14.8968392777618","15.4995689910952","17.6078356067024","18.8507935768338","20.4737019449218","21.7155618294776","23.8771428759005","25.7925845068831","28.1598751137273","28.8428178478745","30.5015209468516","29.5586915297286","32.1487027112009","32.1841750318426","34.0747621409605","34.6300560006069","38.6984201058515","39.9881715222361","41.3148619347978","42.1303680135584","45.7478973685609","49.4201029905189","48.2419537234735","49.5457382649835","","","",
"Switzerland","CHE","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","133.729387475554","131.943676061952","135.248496727124","135.89606101977","139.378696540116","145.894234972891","147.580657761956","145.012484701199","145.305001723722","149.028784509949","153.837838450494","156.28366998448","158.343720327183","163.104365814096","169.722614068404","175.499860962572","173.439758659887","172.913612378599","174.468290081901","178.515871263951","181.253946443807","184.036669070396","190.212671754608","196.592401643468","200.491692276615","209.088253481407","213.05708334583","213.579193504822","217.95478592326","228.602265715332","239.990407702896","255.31265679462","271.336537220098","285.437532011965","285.514270817147","301.957946190088","315.111673463562","327.73090179756","387.911990322468","400.755418932287","406.888603829863","415.773085433523","421.43923920041","433.494280194982","438.444708254923","429.054374808295","452.18850633475","","","",
"Channel Islands","CHI","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","ER.GDP.FWTL.M3.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
