"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"ER.GDP.FWTL.M3.KD","Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)","Water productivity is calculated as GDP in constant prices divided by annual total water withdrawal.","Food and Agriculture Organization, AQUASTAT data, and World Bank and OECD GDP estimates.",
